Date,NestLocation,ObserverLocation,NestStatus,NestCondition,Observer,Temp,Wind-Velocity(mph),Wind-Direction,Precipatation,CloudCover,Equipment,StartTime,EndTime,TimeOfObservation,#BirdsPresent&Plumages,#BirdsonNest,BehaviorofAdults,Approx.#ofEggs,Approx. #ofChicks,AdditionalComments
3/10/2017,West Nest 2,NE,I,Good,Steve Hill,44,10,NW,0,70,Binoc's/Scope,1318,1455,1340-1350,1A,1A,In nest,2,0,Facing E
3/10/2017,West Nest 2,NE,I,Good,Steve Hill,44,10,NW,0,70,Binoc's/Scope,1318,1455,1435,1A,1A,In nest,2,0,Calling
3/10/2017,West Nest 2,NE,I,Good,Steve Hill,44,10,NW,0,70,Binoc's/Scope,1318,1455,1447,1A/1J,1A,In nest,2,0,1J flew past landed in tree N of nest
3/10/2017,West Nest 2,NE,I,Good,Steve Hill,44,10,NW,0,70,Binoc's/Scope,1318,1455,1450-1455,1A/1J,1A,In nest,2,0,1J still in tree
3/11/2017,West Nest 2,NE,I,Good,Steve Hill,27,10,W,0,0,Binoc's/Scope,1430,1601,1430,1A,1A,In nest,2,0,Facing W
3/11/2017,West Nest 2,NE,I,Good,Steve Hill,27,10,W,0,0,Binoc's/Scope,1430,1601,1438,2A/5J,1A,In nest,2,0,5J fling in a group 1A flying around maybe defending
3/11/2017,West Nest 2,NE,I,Good,Steve Hill,27,10,W,0,0,Binoc's/Scope,1430,1601,1440,2A,1A,In nest,2,0,1A doing a fly by
3/11/2017,West Nest 2,NE,I,Good,Steve Hill,27,10,W,0,0,Binoc's/Scope,1430,1601,1443,2A/5J,1A,In nest,2,0,1A chasing Js out of trees
3/11/2017,West Nest 2,NE,I,Good,Steve Hill,27,10,W,0,0,Binoc's/Scope,1430,1601,1445,1A,1A,In nest,2,0,Quiet again
3/11/2017,West Nest 2,NE,I,Good,Steve Hill,27,10,W,0,0,Binoc's/Scope,1430,1601,1448,2A/5J,1A,In nest,2,0,1A again chasing Js
3/11/2017,West Nest 2,NE,I,Good,Steve Hill,27,10,W,0,0,Binoc's/Scope,1430,1601,1450,1A,1A,In nest,2,0,Changed position rotated 90 facing N
3/11/2017,West Nest 2,NE,I,Good,Steve Hill,27,10,W,0,0,Binoc's/Scope,1430,1601,1456,2A,1A,In nest,2,0,1A returned w/stick repairing/adding to nest
3/11/2017,West Nest 2,NE,I,Good,Steve Hill,27,10,W,0,0,Binoc's/Scope,1430,1601,1503,1A,1A,In nest,2,0,1A w/stick other must have flown off
3/11/2017,West Nest 2,NE,I,Good,Steve Hill,27,10,W,0,0,Binoc's/Scope,1430,1601,1510,3A,1A,In nest,2,0,1A facing W/1A chasing other 1A which got tangled in top of tree but freed itself
3/11/2017,West Nest 2,NE,I,Good,Steve Hill,27,10,W,0,0,Binoc's/Scope,1430,1601,1515,1A,1A,In nest,2,0,Facing W eating or working on nest
3/11/2017,West Nest 2,NE,I,Good,Steve Hill,27,10,W,0,0,Binoc's/Scope,1430,1601,1519,3A/1J,1A,In nest,2,0,2A & 1J soaring overhead left area
3/11/2017,West Nest 2,NE,I,Good,Steve Hill,27,10,W,0,0,Binoc's/Scope,1430,1601,1520,1A,1A,In nest,2,0,All quiet again  A lot of Eagle screams on estuary E of nest
3/11/2017,West Nest 2,NE,I,Good,Steve Hill,27,10,W,0,0,Binoc's/Scope,1430,1601,1530,1A,1A,In nest,2,0,Facing W Quiet
3/11/2017,West Nest 2,NE,I,Good,Steve Hill,27,10,W,0,0,Binoc's/Scope,1430,1601,1531,2A,1A,In nest,2,0,1A flew by N of nest
3/11/2017,West Nest 2,NE,I,Good,Steve Hill,27,10,W,0,0,Binoc's/Scope,1430,1601,1533,2A,1A,In nest,2,0,1A in tree SE of nest near RR tracks
3/11/2017,West Nest 2,NE,I,Good,Steve Hill,27,10,W,0,0,Binoc's/Scope,1430,1601,1535,2A/1J,1A,In nest,2,0,1A/1J in tree SE of nest near RR tracks
3/11/2017,West Nest 2,NE,I,Good,Steve Hill,27,10,W,0,0,Binoc's/Scope,1430,1601,1545-1553,2A,1A,In nest,2,0,1A in tree SE of RR tracks
3/11/2017,West Nest 2,NE,I,Good,Steve Hill,27,10,W,0,0,Binoc's/Scope,1430,1601,1555,2A/3J,1A,In nest,2,0,1A in tree SE of nest near RR tracks  3J flew overhead didn't stop
3/11/2017,West Nest 2,NE,I,Good,Steve Hill,27,10,W,0,0,Binoc's/Scope,1430,1601,1557,2A,1A,In nest,2,0,1A in tree came and exchanged places 1A flew off
3/11/2017,West Nest 2,NE,I,Good,Steve Hill,27,10,W,0,0,Binoc's/Scope,1430,1601,1600,1A,1A,In nest,2,0,Eating facing W
3/11/2017,West Nest 2,NE,I,Good,Steve Hill,27,10,W,0,0,Binoc's/Scope,1430,1601,1601,2A,1A,In nest,2,0,1A in tree W of nest
3/12/2017,West Nest 2,NE,I,Good,Steve Hill,27,10,W,0,0,Binoc's/Scope,1515,1630,1515-1525,1A,1A,In nest,2,0,Facing W head down in nest
3/12/2017,West Nest 2,NE,I,Good,Steve Hill,27,10,W,0,0,Binoc's/Scope,1515,1630,1535,1A,1A,In nest,2,0,Rotated on nest Moving sticks around
3/12/2017,West Nest 2,NE,I,Good,Steve Hill,27,10,W,0,0,Binoc's/Scope,1515,1630,1537,2A,1A,In nest,2,0,1st A flew off/2nd A rolling eggs
3/12/2017,West Nest 2,NE,I,Good,Steve Hill,27,10,W,0,0,Binoc's/Scope,1515,1630,1538,1A,1A,In nest,2,0,2nd A now on nest eating something
3/12/2017,West Nest 2,NE,I,Good,Steve Hill,27,10,W,0,0,Binoc's/Scope,1515,1630,1546,1A/1J,1A,In nest,2,0,Facing W 1J low pass didn't stop
3/12/2017,West Nest 2,NE,I,Good,Steve Hill,27,10,W,0,0,Binoc's/Scope,1515,1630,1600,1A,1A,In nest,2,0,Very vigilant
3/12/2017,West Nest 2,NE,I,Good,Steve Hill,27,10,W,0,0,Binoc's/Scope,1515,1630,1606,1A,1A,In nest,2,0,
3/12/2017,West Nest 2,NE,I,Good,Steve Hill,27,10,W,0,0,Binoc's/Scope,1515,1630,1615,1A,1A,In nest,2,0,Facing E moving sticks around maybe eating
3/12/2017,West Nest 2,NE,I,Good,Steve Hill,27,10,W,0,0,Binoc's/Scope,1515,1630,1622,1A/2J,1A,In nest,2,0,2J circled overhead flew E
3/12/2017,West Nest 2,NE,I,Good,Steve Hill,27,10,W,0,0,Binoc's/Scope,1515,1630,1630,1A,1A,In nest,2,0,Facing E maybe eating
3/13/2017,West Nest 2,NE,I,Good,Steve Hill,30,15,N,0,100,Binoc's/Scope,1430,1600,1430,1A,1A,In nest,2,0,Head down facing W
3/13/2017,West Nest 2,NE,I,Good,Steve Hill,30,15,N,0,100,Binoc's/Scope,1430,1600,1445,1A,1A,In nest,2,0,Head down facing W lot of Eagle calling E of nest in estuary
3/13/2017,West Nest 2,NE,I,Good,Steve Hill,30,15,N,0,100,Binoc's/Scope,1430,1600,1448,1A,1A,In nest,2,0,Stood up stretched back on nest facing N
3/13/2017,West Nest 2,NE,I,Good,Steve Hill,30,15,N,0,100,Binoc's/Scope,1430,1600,1455,1A,1A,In nest,2,0,Rotated now facing E
3/13/2017,West Nest 2,NE,I,Good,Steve Hill,30,15,N,0,100,Binoc's/Scope,1430,1600,1500,2A/1J,1A,In nest,2,0,1J flew away Adults switched on nest 1st A flw away. 2nd A on nest very vigilant.  Has dark spot in front of left eye & beak is dull yellow
3/13/2017,West Nest 2,NE,I,Good,Steve Hill,30,15,N,0,100,Binoc's/Scope,1430,1600,1510,1A,1A,In nest,2,0,Facing W
3/13/2017,West Nest 2,NE,I,Good,Steve Hill,30,15,N,0,100,Binoc's/Scope,1430,1600,1515,1A,1A,In nest,2,0,RR working on tracks. Loud! 1A not scared
3/13/2017,West Nest 2,NE,I,Good,Steve Hill,30,15,N,0,100,Binoc's/Scope,1430,1600,1523,1A,1A,In nest,2,0,RR gone. Now facing W.  Bird has dark areas around both eyes
3/13/2017,West Nest 2,NE,I,Good,Steve Hill,30,15,N,0,100,Binoc's/Scope,1430,1600,1532,1A/2J,1A,In nest,2,0,2J circled overhead briefly
3/13/2017,West Nest 2,NE,I,Good,Steve Hill,30,15,N,0,100,Binoc's/Scope,1430,1600,1536,1A,1A,In nest,2,0,Slow moving trains much activity RR tracks
3/13/2017,West Nest 2,NE,I,Good,Steve Hill,30,15,N,0,100,Binoc's/Scope,1430,1600,1540,1A,1A,In nest,2,0,Facing W
3/13/2017,West Nest 2,NE,I,Good,Steve Hill,30,15,N,0,100,Binoc's/Scope,1430,1600,1542,2A,1A,In nest,2,0,1A glidded past nest
3/13/2017,West Nest 2,NE,I,Good,Steve Hill,30,15,N,0,100,Binoc's/Scope,1430,1600,1543,1A/1J,1A,In nest,2,0,Still facing w 1J glidded by
3/13/2017,West Nest 2,NE,I,Good,Steve Hill,30,15,N,0,100,Binoc's/Scope,1430,1600,1551,1A,1A,In nest,2,0,Facing W (dark eyed bird)
3/13/2017,West Nest 2,NE,I,Good,Steve Hill,30,15,N,0,100,Binoc's/Scope,1430,1600,1600,1A,1A,In nest,2,0,Appears to be pulling apart some food on edge of nest then back on nest
3/15/2017,West Nest 2,NE,I,Good,Steve Hill,25,20,NW,0,40,Binoc's/Scope,1140,1340,1140-1145,1A,1A,In nest,2,0,Nest is in the sun!
3/15/2017,West Nest 2,NE,I,Good,Steve Hill,25,20,NW,0,40,Binoc's/Scope,1140,1340,1158,1A,1A,In nest,2,0,Changed position now facing S Preening nest sticks
3/15/2017,West Nest 2,NE,I,Good,Steve Hill,25,20,NW,0,40,Binoc's/Scope,1140,1340,1210,2A/2J,1A,In nest,2,0,
3/15/2017,West Nest 2,NE,I,Good,Steve Hill,25,20,NW,0,40,Binoc's/Scope,1140,1340,1212,2A/1J,1A,In nest,2,0,Swapped duties 1A flew & chased 1J
3/15/2017,West Nest 2,NE,I,Good,Steve Hill,25,20,NW,0,40,Binoc's/Scope,1140,1340,1214,1A/2J,1A,In nest,2,0,1A facing W 2J circled overhead and left
3/15/2017,West Nest 2,NE,I,Good,Steve Hill,25,20,NW,0,40,Binoc's/Scope,1140,1340,1225,1A,1A,In nest,2,0,Facing E
3/15/2017,West Nest 2,NE,I,Good,Steve Hill,25,20,NW,0,40,Binoc's/Scope,1140,1340,1227,2A,0,,2,0,Nest bird flew away
3/15/2017,West Nest 2,NE,I,Good,Steve Hill,25,20,NW,0,40,Binoc's/Scope,1140,1340,1228,1A,1A,In nest,2,0,New arrival sitting on nest facing W
3/15/2017,West Nest 2,NE,I,Good,Steve Hill,25,20,NW,0,40,Binoc's/Scope,1140,1340,1241-1340,1A,1A,In nest,2,0,Facing W
3/16/2017,West Nest 2,NE,I,Good,Steve Hill,28,15,NNW,0,0,Binoc's/Scope,1600,1700,1600,1A,1A,In nest,2,0,Facing E
3/16/2017,West Nest 2,NE,I,Good,Steve Hill,28,15,NNW,0,0,Binoc's/Scope,1600,1700,1604,1A,1A,In nest,2,0,Calling - no response
3/16/2017,West Nest 2,NE,I,Good,Steve Hill,28,15,NNW,0,0,Binoc's/Scope,1600,1700,1620,2A,1A,In nest,2,0,2nd A on branch above nest
3/16/2017,West Nest 2,NE,I,Good,Steve Hill,28,15,NNW,0,0,Binoc's/Scope,1600,1700,1625,2A,0,,2,0,Both flew away
3/16/2017,West Nest 2,NE,I,Good,Steve Hill,28,15,NNW,0,0,Binoc's/Scope,1600,1700,1626,1A,1A,In nest,2,0,1A returned & sitting on nest facing W
3/16/2017,West Nest 2,NE,I,Good,Steve Hill,28,15,NNW,0,0,Binoc's/Scope,1600,1700,1635,1A,1A,In nest,2,0,Facing W
3/16/2017,West Nest 2,NE,I,Good,Steve Hill,28,15,NNW,0,0,Binoc's/Scope,1600,1700,1645,2A,1A,In nest,2,0,1A soaring overhead
3/16/2017,West Nest 2,NE,I,Good,Steve Hill,28,15,NNW,0,0,Binoc's/Scope,1600,1700,1648,2A,1A,In nest,2,0,1A flew from tree above nest (didn't know it was there)
3/16/2017,West Nest 2,NE,I,Good,Steve Hill,28,15,NNW,0,0,Binoc's/Scope,1600,1700,1655-1700,1A,1A,In nest,2,0,Facing W
3/17/2017,West Nest 2,NE,I,Good,Steve Hill,38,0,,0,100,Binoc's/Scope,1140,1250,1140-1145,1A,1A,In nest,2,0,Facing E
3/17/2017,West Nest 2,NE,I,Good,Steve Hill,38,0,,0,100,Binoc's/Scope,1140,1250,1148,1A/1J,1A,In nest,2,0,1J (very large) landed on edge of nest. Nest bird calling out.
3/17/2017,West Nest 2,NE,I,Good,Steve Hill,38,0,,0,100,Binoc's/Scope,1140,1250,1153,1A,1A,In nest,2,0,1J flew away - nothing chased it off
3/17/2017,West Nest 2,NE,I,Good,Steve Hill,38,0,,0,100,Binoc's/Scope,1140,1250,1155,1A,1A,In nest,2,0,Rotated now facing W - eating from edge of nest
3/17/2017,West Nest 2,NE,I,Good,Steve Hill,38,0,,0,100,Binoc's/Scope,1140,1250,1205,2A,0,,2,0,1A brought stick w/plastic bag attached - 1A got off net onto branch - 1A worked stick into nest
3/17/2017,West Nest 2,NE,I,Good,Steve Hill,38,0,,0,100,Binoc's/Scope,1140,1250,1207,1A,1A,In nest,2,0,A 1 flew away - New A got on nest facing W
3/17/2017,West Nest 2,NE,I,Good,Steve Hill,38,0,,0,100,Binoc's/Scope,1140,1250,1210,1A,1A,In nest,2,0,Facing W
3/17/2017,West Nest 2,NE,I,Good,Steve Hill,38,0,,0,100,Binoc's/Scope,1140,1250,1216,1A,1A,In nest,2,0,Rotated on nest facing E
3/17/2017,West Nest 2,NE,I,Good,Steve Hill,38,0,,0,100,Binoc's/Scope,1140,1250,1230,1A,1A,In nest,2,0,Facing S - much crow activity/noise
3/17/2017,West Nest 2,NE,I,Good,Steve Hill,38,0,,0,100,Binoc's/Scope,1140,1250,1240,1A,1A,In nest,2,0,Facing S crows quiet
3/17/2017,West Nest 2,NE,I,Good,Steve Hill,38,0,,0,100,Binoc's/Scope,1140,1250,1245-1250,1A,1A,In nest,2,0,Snowing
3/18/2017,West Nest 2,NE,I,Good,Steve Hill,36,12,NW,Drizzle,100,Binoc's/Scope,1340,1450,1340,1A,1A,In nest,2,0,Facing E - very aware of my presence
3/18/2017,West Nest 2,NE,I,Good,Steve Hill,36,12,NW,Drizzle,100,Binoc's/Scope,1340,1450,1355,1A,1A,In nest,2,0,Facing E
3/18/2017,West Nest 2,NE,I,Good,Steve Hill,36,12,NW,Drizzle,100,Binoc's/Scope,1340,1450,1410,1A,1A,In nest,2,0,Egg roll? (may only be 1) - Changed position facing W
3/18/2017,West Nest 2,NE,I,Good,Steve Hill,36,12,NW,Drizzle,100,Binoc's/Scope,1340,1450,1415,1A,1A,In nest,2,0,Facing W - eating something - very aware of me
3/18/2017,West Nest 2,NE,I,Good,Steve Hill,36,12,NW,Drizzle,100,Binoc's/Scope,1340,1450,1419,1A/1J,1A,In nest,2,0,1J flew by - A on nest registered displeasure  by calling out
3/18/2017,West Nest 2,NE,I,Good,Steve Hill,36,12,NW,Drizzle,100,Binoc's/Scope,1340,1450,1422,2A,1A,In nest,2,0,New A eating something working hard to pull it apart
3/18/2017,West Nest 2,NE,I,Good,Steve Hill,36,12,NW,Drizzle,100,Binoc's/Scope,1340,1450,1428,1A,1A,In nest,2,0,New A flew off
3/18/2017,West Nest 2,NE,I,Good,Steve Hill,36,12,NW,Drizzle,100,Binoc's/Scope,1340,1450,1430,1A,1A,In nest,2,0,Stood up shook water off wings - eating - rolled egg - now facing S
3/18/2017,West Nest 2,NE,I,Good,Steve Hill,36,12,NW,Drizzle,100,Binoc's/Scope,1340,1450,1440,1A,1A,In nest,2,0,Facing S
3/18/2017,West Nest 2,NE,I,Good,Steve Hill,36,12,NW,Drizzle,100,Binoc's/Scope,1340,1450,1442,1A,1A,In nest,2,0,Stood up now facing E
3/18/2017,West Nest 2,NE,I,Good,Steve Hill,36,12,NW,Drizzle,100,Binoc's/Scope,1340,1450,1445,1A,1A,In nest,2,0,Eating food on E side of nest - rotated now facing N
3/18/2017,West Nest 2,NE,I,Good,Steve Hill,36,12,NW,Drizzle,100,Binoc's/Scope,1340,1450,1450,1A,1A,In nest,2,0,Facing N
3/19/2017,West Nest 2,NE,I,Good,Mary Hill,35,7,N,0,100,Binoc's/Scope,1237,1500,1237,1A,1A,In nest,2,0,Facing W appears to be sleeping
3/19/2017,West Nest 2,NE,I,Good,Mary Hill,35,7,N,0,100,Binoc's/Scope,1237,1500,1246,2A,1A,In nest,2,0,2nd 1A flew by
3/19/2017,West Nest 2,NE,I,Good,Mary Hill,35,7,N,0,100,Binoc's/Scope,1237,1500,1259-1329,1A,1A,In nest,2,0,Facing W (sleeping)
3/19/2017,West Nest 2,NE,I,Good,Mary Hill,35,7,N,0,100,Binoc's/Scope,1237,1500,1340,1A,1A,In nest,2,0,Facing W Looking around
3/19/2017,West Nest 2,NE,I,Good,Mary Hill,35,7,N,0,100,Binoc's/Scope,1237,1500,1349,1A,1A,In nest,2,0,Facing W sun came out
3/19/2017,West Nest 2,NE,I,Good,Mary Hill,35,7,N,0,100,Binoc's/Scope,1237,1500,1359,1A,1A,In nest,2,0,Can't see head it is down in nest
3/19/2017,West Nest 2,NE,I,Good,Mary Hill,35,7,N,0,100,Binoc's/Scope,1237,1500,1401,1A,1A,In nest,2,0,Head back up looking around
3/19/2017,West Nest 2,NE,I,Good,Mary Hill,35,7,N,0,100,Binoc's/Scope,1237,1500,1414,1A,1A,In nest,2,0,Still in same position
3/19/2017,West Nest 2,NE,I,Good,Mary Hill,35,7,N,0,100,Binoc's/Scope,1237,1500,1421,1A/1J,1A,In nest,2,0,1J soaring overhead then left
3/19/2017,West Nest 2,NE,I,Good,Mary Hill,35,7,N,0,100,Binoc's/Scope,1237,1500,1436,1A,1A,In nest,2,0,Still in same position looking around (warmed up)
3/19/2017,West Nest 2,NE,I,Good,Mary Hill,35,7,N,0,100,Binoc's/Scope,1237,1500,1500,1A,1A,In nest,2,0,Still in same position
3/20/2017,West Nest 2,NE,I,Good,Steve Hill,40,20,SSE,0,100,Binoc's/Scope,1200,1440,1200,1A,1A,In nest,2,0,Must have woke it up  Head back donw
3/20/2017,West Nest 2,NE,I,Good,Steve Hill,40,20,SSE,0,100,Binoc's/Scope,1200,1440,1202,1A,1A,In nest,2,0,Calling out - No response heard
3/20/2017,West Nest 2,NE,I,Good,Steve Hill,40,20,SSE,0,100,Binoc's/Scope,1200,1440,1215,1A,1A,In nest,2,0,Facing E
3/20/2017,West Nest 2,NE,I,Good,Steve Hill,40,20,SSE,0,100,Binoc's/Scope,1200,1440,1220,1A/1J,1A,In nest,2,0,"1J passed overhead, did not stop"
3/20/2017,West Nest 2,NE,I,Good,Steve Hill,40,20,SSE,0,100,Binoc's/Scope,1200,1440,1223,1A,1A,In nest,2,0,Stood up-rolled eggs?-Turned around facing W
3/20/2017,West Nest 2,NE,I,Good,Steve Hill,40,20,SSE,0,100,Binoc's/Scope,1200,1440,1236,1A,1A,In nest,2,0,Facing W head down sleeping?
3/20/2017,West Nest 2,NE,I,Good,Steve Hill,40,20,SSE,0,100,Binoc's/Scope,1200,1440,1246,1A,1A,In nest,2,0,Facing W looking N
3/20/2017,West Nest 2,NE,I,Good,Steve Hill,40,20,SSE,0,100,Binoc's/Scope,1200,1440,1301,1A,1A,In nest,2,0,"Facing W,looking N, very vigilant"
3/20/2017,West Nest 2,NE,I,Good,Steve Hill,40,20,SSE,0,100,Binoc's/Scope,1200,1440,1312,1A,1A,In nest,2,0,Facing W has pale yellow beak
3/20/2017,West Nest 2,NE,I,Good,Steve Hill,40,20,SSE,0,100,Binoc's/Scope,1200,1440,1320,1A,1A,In nest,2,0,Egg roll? - now Facing E - very vigilant
3/20/2017,West Nest 2,NE,I,Good,Steve Hill,40,20,SSE,0,100,Binoc's/Scope,1200,1440,1327,1A,1A,In nest,2,0,Stood up - rotated - did something in nest w/beak - now facing W
3/20/2017,West Nest 2,NE,I,Good,Steve Hill,40,20,SSE,0,100,Binoc's/Scope,1200,1440,1340-1350,1A,1A,In nest,2,0,Facing W - watching N
3/20/2017,West Nest 2,NE,I,Good,Steve Hill,40,20,SSE,0,100,Binoc's/Scope,1200,1440,1400,1A,1A,In nest,2,0,Facing W head down 
3/20/2017,West Nest 2,NE,I,Good,Steve Hill,40,20,SSE,0,100,Binoc's/Scope,1200,1440,1410,1A,1A,In nest,2,0,Facing W very vigilant again
3/20/2017,West Nest 2,NE,I,Good,Steve Hill,40,20,SSE,0,100,Binoc's/Scope,1200,1440,1414,1A,1A,In nest,2,0,Stood up - now facing S - vigilant
3/20/2017,West Nest 2,NE,I,Good,Steve Hill,40,20,SSE,0,100,Binoc's/Scope,1200,1440,1425,1A,1A,In nest,2,0,Now facing S vigilant
3/20/2017,West Nest 2,NE,I,Good,Steve Hill,40,20,SSE,0,100,Binoc's/Scope,1200,1440,1430,1A,1A,In nest,2,0,Facing S
3/20/2017,West Nest 2,NE,I,Good,Steve Hill,40,20,SSE,0,100,Binoc's/Scope,1200,1440,1440,1A,1A,In nest,2,0,Facing S calling loudly - Pretty antsy can't sit still for long
3/21/2017,West Nest 2,NE,I,Good,Steve Hill,38,5,SSE,0,100,Binoc's/Scope,935,1230,0935-0950,1A,1A,In nest,2,0,Facing W head down sleeping?
3/21/2017,West Nest 2,NE,I,Good,Steve Hill,38,5,SSE,0,100,Binoc's/Scope,935,1230,955,1A,1A,In nest,2,0,awake looking around - pale beak
3/21/2017,West Nest 2,NE,I,Good,Steve Hill,38,5,SSE,0,100,Binoc's/Scope,935,1230,1015,1A,1A,In nest,2,0,Got up messed w/nest now facing N
3/21/2017,West Nest 2,NE,I,Good,Steve Hill,38,5,SSE,0,100,Binoc's/Scope,935,1230,1015-1110,,0,,2,,See Emily's sheet
3/21/2017,West Nest 2,NE,I,Good,Steve Hill,38,5,SSE,0,100,Binoc's/Scope,935,1230,1110,1A,1A,In nest,2,0,Switched
3/21/2017,West Nest 2,NE,I,Good,Steve Hill,38,5,SSE,0,100,Binoc's/Scope,935,1230,1115-1200,1A,1A,In nest,2,0,FacingW bright yellow beaked
3/21/2017,West Nest 2,NE,I,Good,Steve Hill,38,5,SSE,0,100,Binoc's/Scope,935,1230,1219,2A,1A,In nest,2,0,Switched -1A on nest flew off -  brought branch w/leaves - poking in nest pale beak bird is the larger
3/21/2017,West Nest 2,NE,I,Good,Steve Hill,38,5,SSE,0,100,Binoc's/Scope,935,1230,1225-1230,1A,1A,In nest,2,0,Facing S very vigilant
3/22/2017,West Nest 2,NE,I,Good,Steve Hill,28,20,NE,0,90,Binoc's/Scope,1125,1325,1125,1A,1A,In nest,2,0,Facing W head behind branch
3/22/2017,West Nest 2,NE,I,Good,Steve Hill,28,20,NE,0,90,Binoc's/Scope,1125,1325,1130,1A,1A,In nest,2,0,Facing W eating something in nest
3/22/2017,West Nest 2,NE,I,Good,Steve Hill,28,20,NE,0,90,Binoc's/Scope,1125,1325,1140,1A,1A,In nest,2,0,Facing W head behind branch
3/22/2017,West Nest 2,NE,I,Good,Steve Hill,28,20,NE,0,90,Binoc's/Scope,1125,1325,1144,1A,1A,In nest,2,0,Turned now facing E - called out once
3/22/2017,West Nest 2,NE,I,Good,Steve Hill,28,20,NE,0,90,Binoc's/Scope,1125,1325,1155,2A,1A,In nest,2,0,Switched - new arrival brought food other 1A flew off- now facing N
3/22/2017,West Nest 2,NE,I,Good,Steve Hill,28,20,NE,0,90,Binoc's/Scope,1125,1325,1206-1214,1A,1A,In nest,2,0,Facing N
3/22/2017,West Nest 2,NE,I,Good,Steve Hill,28,20,NE,0,90,Binoc's/Scope,1125,1325,1217,1A/1J,1A,In nest,2,0,1J did fly by didn't stop
3/22/2017,West Nest 2,NE,I,Good,Steve Hill,28,20,NE,0,90,Binoc's/Scope,1125,1325,1225,1A/1J,1A,In nest,2,0,1J soaring overhead flew S
3/22/2017,West Nest 2,NE,I,Good,Steve Hill,28,20,NE,0,90,Binoc's/Scope,1125,1325,1234,1A/1J,1A,In nest,2,0,1J did fly by
3/22/2017,West Nest 2,NE,I,Good,Steve Hill,28,20,NE,0,90,Binoc's/Scope,1125,1325,1245,1A,1A,In nest,2,0,Facing N
3/22/2017,West Nest 2,NE,I,Good,Steve Hill,28,20,NE,0,90,Binoc's/Scope,1125,1325,1255,2A,1A ,In nest,2,0,Switched 1A flew off - New 1A facing W may have done egg roll
3/22/2017,West Nest 2,NE,I,Good,Steve Hill,28,20,NE,0,90,Binoc's/Scope,1125,1325,1306-1316,1A,1A,In nest,2,0,Facing W - pale beak bird
3/22/2017,West Nest 2,NE,I,Good,Steve Hill,28,20,NE,0,90,Binoc's/Scope,1125,1325,1320,1A,1A,In nest,2,0,Facing W - checking on me
3/22/2017,West Nest 2,NE,I,Good,Steve Hill,28,20,NE,0,90,Binoc's/Scope,1125,1325,1325,1A,1A,In nest,2,0,Facing W
3/23/2017,West Nest 2,NE,I,Good,Steve Hill,45,10,SSE,0,0,Binoc's/Scope,1500,1731,1500,1A,1A,In nest,2,0,Pale beak (Mom) facing E down in nest - hard to see
3/23/2017,West Nest 2,NE,I,Good,Steve Hill,45,10,SSE,0,0,Binoc's/Scope,1500,1731,1511,1A/1J,1A,In nest,2,0,1J soared overhead
3/23/2017,West Nest 2,NE,I,Good,Steve Hill,45,10,SSE,0,0,Binoc's/Scope,1500,1731,1522,1A/1J,1A,In nest,2,0,1J flew overhead
3/23/2017,West Nest 2,NE,I,Good,Steve Hill,45,10,SSE,0,0,Binoc's/Scope,1500,1731,1527-1543,1A,1A,In nest,2,0,Facing E
3/23/2017,West Nest 2,NE,I,Good,Steve Hill,45,10,SSE,0,0,Binoc's/Scope,1500,1731,1545,1A,1A,In nest,2,0,Stood up - egg roll - now facing W
3/23/2017,West Nest 2,NE,I,Good,Steve Hill,45,10,SSE,0,0,Binoc's/Scope,1500,1731,1548,1A,1A,In nest,2,0,2nd 1A soaring in area
3/23/2017,West Nest 2,NE,I,Good,Steve Hill,45,10,SSE,0,0,Binoc's/Scope,1500,1731,1555,2A/1J,1A,In nest,2,0,1J came by -1A chased it off then 1A landed in tree adjacent to nest then flew off
3/23/2017,West Nest 2,NE,I,Good,Steve Hill,45,10,SSE,0,0,Binoc's/Scope,1500,1731,1600,1A,1A,In nest,2,0,Facing W
3/23/2017,West Nest 2,NE,I,Good,Steve Hill,45,10,SSE,0,0,Binoc's/Scope,1500,1731,1613,2A,1A,In nest,2,0,"Switched, Mom flew off Dad on nest - moved some sticks - facing S "
3/23/2017,West Nest 2,NE,I,Good,Steve Hill,45,10,SSE,0,0,Binoc's/Scope,1500,1731,1620-1630,1A,1A,In nest,2,0,Facing S - bright yellow beak (Dad)
3/23/2017,West Nest 2,NE,I,Good,Steve Hill,45,10,SSE,0,0,Binoc's/Scope,1500,1731,1634,1A/1J,1A,In nest,2,0,1J soared overhead
3/23/2017,West Nest 2,NE,I,Good,Steve Hill,45,10,SSE,0,0,Binoc's/Scope,1500,1731,1636,2A/1J,1A,In nest,2,0,1A on nest sounding alarm - 2nd 1A chasing 1J - they went over nest twice before disappearing to the E
3/23/2017,West Nest 2,NE,I,Good,Steve Hill,45,10,SSE,0,0,Binoc's/Scope,1500,1731,1640,1A,1A,In nest,2,0,1A Dad facing N but sitting S - very vigilant
3/23/2017,West Nest 2,NE,I,Good,Steve Hill,45,10,SSE,0,0,Binoc's/Scope,1500,1731,1645,1A,1A,In nest,2,0,Facing S very vigilant
3/23/2017,West Nest 2,NE,I,Good,Steve Hill,45,10,SSE,0,0,Binoc's/Scope,1500,1731,1648,1A,1A,In nest,2,0,Facing W - egg roll - moving sticks around
